temp_c,humidity,wind_kmh,rain_prob,days_since_spray,stage_encoded,min_interval,growth_stage,label
27.4,39.3,10.4,14.2,18,9,14,Fruit Development-II,SPRAY
30.3,56.6,22.7,40.9,15,10,14,Fruit Development-III,DELAY
22.4,83.4,16.9,48.7,18,14,21,Post-Harvest,DELAY
25.9,26.9,28.5,12.8,20,15,21,Dormancy,DELAY
12.3,88.3,25.4,45.8,16,5,14,Petal Fall,DELAY
10.8,42.7,1.4,5.7,13,4,10,Flowering,SPRAY
3.2,45.6,17.5,36.2,15,6,14,Fruitlet,DELAY
6.4,26.6,26.9,48.1,14,5,14,Petal Fall,DELAY
30.5,43.3,9.9,13.3,4,10,14,Fruit Development-III,SPRAY
28.2,84.9,17.4,28.4,10,4,10,Flowering,DELAY
11.6,31,8.6,6.2,5,1,14,Green Tip,SPRAY
23.1,53.3,3.1,26.2,4,2,14,Tight Cluster,SPRAY
27.7,57.1,13.4,27.3,6,6,14,Fruitlet,DELAY
23.7,58.3,12.9,45,14,6,14,Fruitlet,DELAY
17.4,50.1,12.2,35.3,9,4,10,Flowering,DELAY
5.2,72.3,19.1,54.8,19,14,21,Post-Harvest,DELAY
0.1,28.6,4.2,27.7,18,9,14,Fruit Development-II,SKIP
25.6,33.5,5.7,25.6,6,10,14,Fruit Development-III,SPRAY
27.6,74.1,14.2,30.6,14,5,14,Petal Fall,DELAY
3.5,78.7,25.4,34.1,15,9,14,Fruit Development-II,DELAY
13.1,42,7,14,20,14,21,Post-Harvest,SPRAY
19.7,69.7,15.9,28.6,13,9,14,Fruit Development-II,DELAY
4.4,73.5,21.3,42,19,15,21,Dormancy,DELAY
31.5,49.3,23.7,25.5,19,15,21,Dormancy,DELAY
7.3,55,23.1,35.7,11,5,14,Petal Fall,DELAY
10.1,36.7,31.4,2.2,15,8,14,Fruit Development-I,DELAY
23.6,35.9,17.2,34.5,17,5,14,Petal Fall,DELAY
11.1,48.2,33.2,0.4,18,9,14,Fruit Development-II,DELAY
-2.1,26.1,2.2,6.2,15,9,14,Fruit Development-II,SKIP
35,32.6,14.1,25.5,13,3,14,Pink Bud,DELAY
7,53.7,27.8,40.7,13,9,14,Fruit Development-II,DELAY
3,77.9,15.6,50.7,12,5,14,Petal Fall,DELAY
11.9,58.1,9.7,89.6,14,7,14,Fruit Set,DELAY
29.3,27.8,13.7,48.8,20,0,21,Delayed Dormancy,DELAY
34.7,27.8,16.8,25.3,11,1,14,Green Tip,DELAY
9.4,83.6,15,35.5,11,3,14,Pink Bud,DELAY
35.9,86.7,17.6,29.8,11,4,10,Flowering,DELAY
4.5,78.3,24.2,40.9,16,7,14,Fruit Set,DELAY
8.2,74,12.1,46.8,12,6,14,Fruitlet,DELAY
13.1,56.9,1.5,23.4,12,15,21,Dormancy,SPRAY
18,85.5,4.4,74.4,16,13,0,Harvest,DELAY
15,43.7,23.6,27.5,10,4,10,Flowering,DELAY
38.6,33.6,5.7,27.6,17,3,14,Pink Bud,SKIP
34.2,77.2,27,36,11,6,14,Fruitlet,DELAY
16.3,59,22.8,28.6,19,15,21,Dormancy,DELAY
37.2,73.2,26.3,30.1,13,12,14,Pre-Harvest,DELAY
27.6,46.2,3.3,11.9,7,6,14,Fruitlet,SPRAY
29.6,63.6,24.1,49,14,8,14,Fruit Development-I,DELAY
23.7,51.3,19.8,33.4,17,11,14,Fruit Development-IV,DELAY
19.8,34.2,34.4,0.8,20,14,21,Post-Harvest,DELAY
3,36.6,21.7,34.8,13,2,14,Tight Cluster,DELAY
25.8,58.8,19.9,39,13,3,14,Pink Bud,DELAY
11.4,47.3,25.8,41.4,18,15,21,Dormancy,DELAY
6.3,54.3,25.6,38.3,0,13,0,Harvest,DELAY
28.5,31.6,29.3,8.7,17,1,14,Green Tip,DELAY
22.5,56.9,20.9,41.2,19,15,21,Dormancy,DELAY
7.6,28.6,16.2,42.7,19,15,21,Dormancy,DELAY
12.2,29,21.4,28.8,13,11,14,Fruit Development-IV,DELAY
23,74.7,22,36.4,14,11,14,Fruit Development-IV,DELAY
16.8,28.7,15.9,32,13,11,14,Fruit Development-IV,DELAY
4.4,44.8,17.4,25.6,13,2,14,Tight Cluster,DELAY
33.1,61.9,26.4,33,16,1,14,Green Tip,DELAY
37.5,49.6,18.2,42.2,19,15,21,Dormancy,DELAY
9.4,57.3,25,45,12,3,14,Pink Bud,DELAY
-3.6,70.4,7.5,8,14,9,14,Fruit Development-II,SKIP
16.5,39.7,23.9,27.8,17,9,14,Fruit Development-II,DELAY
11.8,61.8,20.5,37.8,13,3,14,Pink Bud,DELAY
12.9,77.3,18.9,41.2,12,2,14,Tight Cluster,DELAY
24.5,54.5,24.2,30.4,0,13,0,Harvest,DELAY
9.7,87.5,23.9,39,16,5,14,Petal Fall,DELAY
28.2,28.9,15.2,38.9,1,13,0,Harvest,DELAY
29.6,79.9,18.6,50.8,7,4,10,Flowering,DELAY
11.6,43.7,14.6,45.6,12,6,14,Fruitlet,DELAY
13.2,64.8,11.6,74.3,18,12,14,Pre-Harvest,DELAY
34.6,38.1,16.4,25.9,2,13,0,Harvest,DELAY
3.5,72,24.5,26.7,11,5,14,Petal Fall,DELAY
33.2,83.5,18.5,35.9,16,10,14,Fruit Development-III,DELAY
14.2,77.8,7,57.8,19,2,14,Tight Cluster,DELAY
5.2,64,24.4,34.4,17,8,14,Fruit Development-I,DELAY
28.8,85.8,15.5,28.2,12,12,14,Pre-Harvest,DELAY
11.2,63.3,19.8,36.2,11,8,14,Fruit Development-I,DELAY
19.1,41,16.4,48.5,12,10,14,Fruit Development-III,DELAY
15.2,45,22.3,52.2,11,11,14,Fruit Development-IV,DELAY
30.4,40.6,20.8,34.3,16,1,14,Green Tip,DELAY
26.7,59.8,15.8,38.3,11,11,14,Fruit Development-IV,DELAY
35,44.6,27,47.7,13,12,14,Pre-Harvest,DELAY
7.8,53.5,17.1,49.4,16,6,14,Fruitlet,DELAY
11.9,30.2,24.5,39.8,3,13,0,Harvest,DELAY
33.6,78.3,25.2,46,15,10,14,Fruit Development-III,DELAY
25,51.9,4.6,19.5,0,2,14,Tight Cluster,SKIP
30.5,33.8,18.4,43.8,13,5,14,Petal Fall,DELAY
20.4,93.8,11.6,88.6,20,2,14,Tight Cluster,DELAY
13.5,56.1,23.8,32.8,2,13,0,Harvest,DELAY
38.8,76.7,12.4,6.3,14,9,14,Fruit Development-II,SKIP
37.1,37.9,23.2,30.1,14,7,14,Fruit Set,DELAY
7.4,87.3,14.7,42,0,13,0,Harvest,DELAY
35.4,78.8,19.9,31.7,1,13,0,Harvest,DELAY
31.3,42.3,23.9,36.5,14,6,14,Fruitlet,DELAY
37.8,43.4,22.8,37.5,14,6,14,Fruitlet,DELAY
14.2,43,27.5,16.3,20,4,10,Flowering,DELAY
38.6,61.2,10,19.8,20,14,21,Post-Harvest,SKIP
11,67.2,5.2,7.8,19,2,14,Tight Cluster,SPRAY
22.6,42.1,5.5,10.4,8,1,14,Green Tip,SPRAY
11.4,57.7,26.9,51.3,12,1,14,Green Tip,DELAY
18.5,40.4,4.4,27.4,7,2,14,Tight Cluster,SPRAY
35.3,43.4,26,43.4,17,8,14,Fruit Development-I,DELAY
17.7,35.7,23.8,39.7,12,8,14,Fruit Development-I,DELAY
10.2,62.3,6.6,59.9,20,14,21,Post-Harvest,DELAY
38.7,47.5,1.6,20.2,4,13,0,Harvest,SKIP
28.1,62.2,2.4,76.4,16,3,14,Pink Bud,DELAY
37,59.2,21.1,37.5,11,6,14,Fruitlet,DELAY
26.4,82.7,12.4,45.4,16,7,14,Fruit Set,DELAY
29.4,34.2,4.5,0.8,7,3,14,Pink Bud,SPRAY
36.4,63.6,12.1,54.1,20,15,21,Dormancy,DELAY
11.8,64.5,11.2,7.9,1,14,21,Post-Harvest,SKIP
23.7,31,16.1,32.2,17,2,14,Tight Cluster,DELAY
12.6,86.2,4,88.1,19,12,14,Pre-Harvest,DELAY
39.5,74.2,8.4,10.1,11,4,10,Flowering,SKIP
19.6,82.6,19.6,41.9,14,11,14,Fruit Development-IV,DELAY
31.2,64.9,18.9,37.8,11,2,14,Tight Cluster,DELAY
26.4,67.1,23.4,52.9,15,10,14,Fruit Development-III,DELAY
39.6,28.9,1.8,25.3,20,2,14,Tight Cluster,SKIP
12.6,28.1,13.2,26.4,11,7,14,Fruit Set,DELAY
18.7,71.8,25,35.7,0,13,0,Harvest,DELAY
38.4,22.7,5.8,19.7,20,0,21,Delayed Dormancy,SPRAY
18.2,77.5,17.5,52.5,18,14,21,Post-Harvest,DELAY
14.7,56.9,6.1,0.5,6,6,14,Fruitlet,SPRAY
38.8,38.2,11.4,17.3,19,3,14,Pink Bud,SKIP
5.2,33.8,15.1,49.5,16,12,14,Pre-Harvest,DELAY
9.5,67.2,22.4,38.1,16,6,14,Fruitlet,DELAY
-4,30,2.1,19.7,17,6,14,Fruitlet,SKIP
38.4,23.1,0.1,17.7,20,15,21,Dormancy,SPRAY
28.5,63.7,20.9,33.7,3,13,0,Harvest,DELAY
23.3,64.7,22.9,49.5,14,12,14,Pre-Harvest,DELAY
21,52.4,17.1,26.9,16,7,14,Fruit Set,DELAY
6.2,65.5,22.3,38.4,3,13,0,Harvest,DELAY
19.3,72.5,7.1,80.2,20,0,21,Delayed Dormancy,DELAY
24.9,40.6,29.2,26.4,20,14,21,Post-Harvest,DELAY
32.4,65.4,16.5,47.5,20,15,21,Dormancy,DELAY
12.4,74.7,11.1,97.3,20,15,21,Dormancy,DELAY
10,30.7,12.3,10,2,9,14,Fruit Development-II,SKIP
34.2,27.1,13,37.9,15,5,14,Petal Fall,DELAY
19.7,94.7,11,88.9,20,7,14,Fruit Set,DELAY
32.7,81.8,21.7,28.1,11,8,14,Fruit Development-I,DELAY
36.7,74.1,27.6,48.4,20,14,21,Post-Harvest,DELAY
3.5,31.9,22.1,51.1,13,3,14,Pink Bud,DELAY
27.5,74.5,20,51.1,12,5,14,Petal Fall,DELAY
11.7,63.1,13.6,88.9,14,11,14,Fruit Development-IV,DELAY
19.1,43.6,14.7,33,16,7,14,Fruit Set,DELAY
12.3,85.1,5.9,63,13,13,0,Harvest,DELAY
34.3,86.9,20.3,45.5,0,13,0,Harvest,DELAY
24.4,50.7,0.8,7.4,20,14,21,Post-Harvest,SPRAY
16.2,27.4,26.8,29.5,15,5,14,Petal Fall,DELAY
37.3,76.9,26,54.2,14,1,14,Green Tip,DELAY
27.2,81.8,23.5,34.4,13,12,14,Pre-Harvest,DELAY
34.4,64.7,14.3,37.1,20,0,21,Delayed Dormancy,DELAY
24.5,65.2,19.1,35.4,17,6,14,Fruitlet,DELAY
33.7,30.5,20.6,36.7,16,12,14,Pre-Harvest,DELAY
21.5,38.9,20.2,34.4,9,4,10,Flowering,DELAY
22,39.7,10.8,20.3,8,5,14,Petal Fall,SPRAY
32.3,41.9,20.1,28.7,17,3,14,Pink Bud,DELAY
22.6,25.3,17.4,32.1,16,3,14,Pink Bud,DELAY
23.7,57.6,30.7,3.9,17,7,14,Fruit Set,DELAY
21.8,62.9,5.1,2.7,6,7,14,Fruit Set,SPRAY
18.5,35.2,2.4,1.7,17,13,0,Harvest,SPRAY
20.7,50.7,16.2,40,14,12,14,Pre-Harvest,DELAY
36.1,72.6,18.7,29.9,20,14,21,Post-Harvest,DELAY
18.5,87.9,20.2,40.9,12,4,10,Flowering,DELAY
3.2,35.2,20.9,52.7,11,6,14,Fruitlet,DELAY
21.6,26.6,26.5,10.4,11,13,0,Harvest,DELAY
25.8,35.7,6.5,1.1,17,9,14,Fruit Development-II,SPRAY
-5,72.2,5.8,16,18,9,14,Fruit Development-II,SKIP
30.1,55.9,23.5,43.2,18,14,21,Post-Harvest,DELAY
26,34.7,23.6,27.7,20,14,21,Post-Harvest,DELAY
38.1,64.2,9,24.2,0,13,0,Harvest,SKIP
6.5,61.4,15.1,43.6,15,9,14,Fruit Development-II,DELAY
20.8,73.8,20,25.6,16,1,14,Green Tip,DELAY
11.9,38.4,25.3,50.2,15,5,14,Petal Fall,DELAY
22.4,46.1,0.6,24.1,0,14,21,Post-Harvest,SKIP
16.9,80.9,17.1,32.7,11,10,14,Fruit Development-III,DELAY
12.3,36.9,24.3,29.6,14,3,14,Pink Bud,DELAY
13,53.5,28,2.8,15,5,14,Petal Fall,DELAY
11.3,86.2,26.4,26.6,1,13,0,Harvest,DELAY
29.1,50,13.8,26.8,14,7,14,Fruit Set,DELAY
18.1,39.3,9.7,5.9,19,13,0,Harvest,SPRAY
23.3,35,8,12.5,10,3,14,Pink Bud,SPRAY
7.1,60.1,14.7,32.4,14,6,14,Fruitlet,DELAY
1.7,20,13.1,13.5,20,14,21,Post-Harvest,SPRAY
32.3,38.8,25.5,33.4,12,12,14,Pre-Harvest,DELAY
39.7,72.7,3,14.1,20,2,14,Tight Cluster,SKIP
36,66.3,27.7,46.2,13,10,14,Fruit Development-III,DELAY
13.6,38.7,27.3,34.9,16,7,14,Fruit Set,DELAY
2.1,56,26.4,45.2,10,4,10,Flowering,DELAY
21.4,76.2,22.4,27.3,18,15,21,Dormancy,DELAY
14.7,77.8,25.2,35.7,18,14,21,Post-Harvest,DELAY
29.6,42.8,27.2,0.6,20,0,21,Delayed Dormancy,DELAY
22.8,62.3,3.1,27.4,5,11,14,Fruit Development-IV,SPRAY
13.6,37.8,11.5,11.1,4,1,14,Green Tip,SPRAY
23.5,77.6,9.6,79.1,20,15,21,Dormancy,DELAY
6.6,85.7,25.7,51.4,12,4,10,Flowering,DELAY
29.8,57.7,5.9,5.6,19,8,14,Fruit Development-I,SPRAY
-0.5,71.2,4.5,23.6,20,14,21,Post-Harvest,SKIP
19.3,44.5,10.6,24.7,3,8,14,Fruit Development-I,SKIP
38.6,31.7,1.1,16,14,1,14,Green Tip,SKIP
17.3,29.8,16,29.9,13,7,14,Fruit Set,DELAY
5.5,56.2,24.9,42.8,16,2,14,Tight Cluster,DELAY
10.9,55.8,27.3,50,17,10,14,Fruit Development-III,DELAY
10.5,29.7,21.6,38.2,11,10,14,Fruit Development-III,DELAY
5.1,28.9,12.5,34.4,20,14,21,Post-Harvest,DELAY
4.2,77.2,12.9,43.3,14,2,14,Tight Cluster,DELAY
21.2,41.8,4.2,2.1,18,2,14,Tight Cluster,SPRAY
30.3,65.6,19.3,38.9,14,7,14,Fruit Set,DELAY
19.1,43.1,2.1,2.3,19,3,14,Pink Bud,SPRAY
32.3,83.8,14,40.3,13,2,14,Tight Cluster,DELAY
24.4,37.1,14.2,26.3,1,13,0,Harvest,DELAY
20.5,67.4,17.7,42.5,15,9,14,Fruit Development-II,DELAY
22.3,36.6,34.7,14.5,20,4,10,Flowering,DELAY
27,52.4,0.8,9.6,1,4,10,Flowering,SKIP
14.3,68.4,23.1,54.5,15,6,14,Fruitlet,DELAY
22.4,46.8,16.8,34.9,11,10,14,Fruit Development-III,DELAY
34.8,57.2,26.7,44.2,20,14,21,Post-Harvest,DELAY
9.7,56.2,24.3,49.4,17,7,14,Fruit Set,DELAY
27.2,55.3,0.1,69.2,18,12,14,Pre-Harvest,DELAY
39.2,22.6,0.4,5.5,15,3,14,Pink Bud,SKIP
27.9,47.1,20.9,30.4,11,7,14,Fruit Set,DELAY
34.8,26.4,22.8,36.4,17,5,14,Petal Fall,DELAY
15.7,64.6,11.3,83.7,18,3,14,Pink Bud,DELAY
4.4,34.4,26.8,48.8,1,13,0,Harvest,DELAY
13.4,52.9,22.2,52.6,17,12,14,Pre-Harvest,DELAY
12.6,34.7,16,43.9,13,6,14,Fruitlet,DELAY
36.9,82.6,15.3,27.4,10,4,10,Flowering,DELAY
39.3,49.9,6.5,9,16,2,14,Tight Cluster,SKIP
19.8,42.4,18.4,52.6,20,15,21,Dormancy,DELAY
18.9,64.4,3.1,72.4,17,1,14,Green Tip,DELAY
15.5,60.8,14.1,27.5,14,5,14,Petal Fall,DELAY
19.3,54.8,4.7,10.3,18,11,14,Fruit Development-IV,SPRAY
13.4,49.9,14.9,32,16,11,14,Fruit Development-IV,DELAY
15.9,50.1,6,1.7,17,2,14,Tight Cluster,SPRAY
17.2,51.8,3.7,14.9,17,7,14,Fruit Set,SPRAY
29.7,80,15.1,43.1,12,9,14,Fruit Development-II,DELAY
15.2,38.9,35,26.5,20,8,14,Fruit Development-I,DELAY
20.5,74.5,14.4,36.9,18,0,21,Delayed Dormancy,DELAY
20.6,76.1,24.1,46.7,14,6,14,Fruitlet,DELAY
13.3,37.2,24.3,45.9,12,10,14,Fruit Development-III,DELAY
22.1,49.4,21.2,28.9,20,14,21,Post-Harvest,DELAY
25.7,48.1,15.6,37.8,19,0,21,Delayed Dormancy,DELAY
21.4,31.3,1.5,21.5,17,9,14,Fruit Development-II,SPRAY
9.4,50.4,20.6,30.7,11,12,14,Pre-Harvest,DELAY
18.3,83.2,13.5,28.1,15,10,14,Fruit Development-III,DELAY
19.7,37.5,1,27,4,5,14,Petal Fall,SPRAY
10.5,32.3,7.3,4.8,6,6,14,Fruitlet,SPRAY
12.6,46.7,8.2,8.6,16,12,14,Pre-Harvest,SPRAY
13.2,78.2,22.6,29.8,11,4,10,Flowering,DELAY
20.1,69.5,16.4,25.2,12,9,14,Fruit Development-II,DELAY
38.5,74.6,12.3,12.9,20,14,21,Post-Harvest,SKIP
39.7,43.5,11.5,23.8,17,2,14,Tight Cluster,SKIP
25.1,48.3,12.8,5.1,9,7,14,Fruit Set,SPRAY
14.8,64.8,3,13.8,17,3,14,Pink Bud,SPRAY
28,39.1,19.9,54.8,15,2,14,Tight Cluster,DELAY
4.8,31.8,24.3,34.8,14,3,14,Pink Bud,DELAY
10,31.1,8.9,18.9,7,5,14,Petal Fall,SPRAY
1,35,9.9,3.8,19,12,14,Pre-Harvest,SKIP
4.5,60.6,15.9,53.5,18,14,21,Post-Harvest,DELAY
32.3,36.1,12.3,28,19,15,21,Dormancy,DELAY
16.1,30,24.2,45.3,12,3,14,Pink Bud,DELAY
24.7,90.7,7.5,73.2,20,14,21,Post-Harvest,DELAY
18.8,48.9,25.5,10.6,15,3,14,Pink Bud,DELAY
13.4,55.6,0.4,52.7,20,7,14,Fruit Set,DELAY
4.3,87.3,13.5,50.1,16,6,14,Fruitlet,DELAY
3.6,58.3,25,34.7,16,5,14,Petal Fall,DELAY
35.6,50.7,18.8,32,11,6,14,Fruitlet,DELAY
18,42.6,4.3,10.1,15,11,14,Fruit Development-IV,SPRAY
15.3,29.4,15.5,34,15,8,14,Fruit Development-I,DELAY
5.7,59.9,27.8,50.5,18,15,21,Dormancy,DELAY
23.6,88.8,23.1,45.3,17,8,14,Fruit Development-I,DELAY
30.5,51.7,25.7,0.5,19,4,10,Flowering,DELAY
20.1,83.2,0.2,53,20,14,21,Post-Harvest,DELAY
0.3,28.3,7,5.7,17,9,14,Fruit Development-II,SKIP
10.6,72.1,27.8,38.3,13,6,14,Fruitlet,DELAY
20.4,69.1,7.1,6.3,11,4,10,Flowering,SPRAY
13.9,40.7,20.6,52.2,16,7,14,Fruit Set,DELAY
27.1,39.5,26,40.6,12,7,14,Fruit Set,DELAY
4.3,57,27.3,26.6,18,14,21,Post-Harvest,DELAY
22,88.2,13,63.3,14,6,14,Fruitlet,DELAY
13.2,71.9,15.9,30.3,1,13,0,Harvest,DELAY
38.4,24.8,13.6,11.2,15,9,14,Fruit Development-II,SPRAY
20.2,72.8,24.2,49.6,19,15,21,Dormancy,DELAY
17.4,30.4,26.5,34,20,0,21,Delayed Dormancy,DELAY
8.3,49.7,16.9,33.5,11,4,10,Flowering,DELAY
24.7,62.8,12.8,52.2,20,15,21,Dormancy,DELAY
17,50.7,23.9,36.5,19,15,21,Dormancy,DELAY
3.4,84.9,18.2,42,12,2,14,Tight Cluster,DELAY
29.8,73.9,17.6,46.3,2,13,0,Harvest,DELAY
35.4,72.8,15.9,26,17,1,14,Green Tip,DELAY
26.4,70.3,22.3,32.8,14,11,14,Fruit Development-IV,DELAY
21.7,56.5,2.3,3.3,0,4,10,Flowering,SKIP
30.4,33.2,12.7,24.5,2,12,14,Pre-Harvest,SKIP
20,46.3,33.9,16.4,13,13,0,Harvest,DELAY
26.1,43.8,2,21,6,2,14,Tight Cluster,SPRAY
27,55.1,1,85.4,18,9,14,Fruit Development-II,DELAY
28.4,36.1,18,46.1,1,13,0,Harvest,DELAY
19,62.6,2,1.3,20,15,21,Dormancy,SPRAY
-1.9,72.1,2.3,8.2,17,6,14,Fruitlet,SKIP
9.7,34.4,29.9,21.3,14,3,14,Pink Bud,DELAY
23.3,61.6,0.5,4.6,15,1,14,Green Tip,SPRAY
37.5,74.5,26.9,39.2,13,12,14,Pre-Harvest,DELAY
31,57.7,34.4,18.6,12,13,0,Harvest,DELAY
33.4,77.4,12,51.1,14,1,14,Green Tip,DELAY
27.4,41.2,7.7,17.9,16,4,10,Flowering,SPRAY
25.7,55.9,18.6,30.6,20,14,21,Post-Harvest,DELAY
28.2,63.8,32.4,19,15,10,14,Fruit Development-III,DELAY
24.1,30.3,18.8,52.9,19,15,21,Dormancy,DELAY
12.6,37.7,14.3,40.6,15,3,14,Pink Bud,DELAY
16,56.9,6,19.2,16,1,14,Green Tip,SPRAY
19.4,60.1,15.9,30.1,20,14,21,Post-Harvest,DELAY
13.2,67.2,9.9,16.9,16,2,14,Tight Cluster,SPRAY
36.3,68.6,22.6,52.7,16,8,14,Fruit Development-I,DELAY
28.2,62.3,32.7,16.8,20,15,21,Dormancy,DELAY
28.7,72.1,22.5,48.6,17,12,14,Pre-Harvest,DELAY
10,32.5,13.4,27.7,1,13,0,Harvest,DELAY
6.6,45.4,18.1,47.1,13,3,14,Pink Bud,DELAY
8.8,50.2,18.8,48.1,17,1,14,Green Tip,DELAY
23.7,39.4,18.3,41.1,10,4,10,Flowering,DELAY
27.4,45,29.6,16.8,15,10,14,Fruit Development-III,DELAY
13.1,89.4,14,54.9,16,1,14,Green Tip,DELAY
9.8,43.9,27.5,26.8,19,15,21,Dormancy,DELAY
9.6,72.6,25,46,7,4,10,Flowering,DELAY
28.2,44.4,25,52.4,12,5,14,Petal Fall,DELAY
14.1,69.1,27.8,47.7,19,0,21,Delayed Dormancy,DELAY
12.2,70.3,15.1,50.7,14,2,14,Tight Cluster,DELAY
28,32.2,13.1,8.5,10,3,14,Pink Bud,SPRAY
17.9,56.4,26.4,31.3,17,5,14,Petal Fall,DELAY
2.3,72.2,21.2,45.3,17,6,14,Fruitlet,DELAY
-0.2,25.8,13.6,5,10,4,10,Flowering,SKIP
25.4,63.6,27.5,43.8,14,3,14,Pink Bud,DELAY
17.7,67.1,8.3,60.3,19,7,14,Fruit Set,DELAY
37.7,68.6,13.4,38.9,17,12,14,Pre-Harvest,DELAY
-2.4,27.3,9,25.4,15,12,14,Pre-Harvest,SKIP
37.5,56.2,23.1,27.8,20,0,21,Delayed Dormancy,DELAY
38.3,23.8,12.7,22.3,15,5,14,Petal Fall,SPRAY
2.7,61.1,20.6,49.4,14,12,14,Pre-Harvest,DELAY
23,71.4,24.6,28.7,17,2,14,Tight Cluster,DELAY
34.3,36.7,21.6,30.4,15,6,14,Fruitlet,DELAY
6.4,33.4,15.3,29.8,20,14,21,Post-Harvest,DELAY
3.3,88.7,20.1,35.9,15,8,14,Fruit Development-I,DELAY
36,25,16.8,53.4,15,5,14,Petal Fall,DELAY
18,62.5,23.1,40.7,13,9,14,Fruit Development-II,DELAY
25.9,27.9,12.6,29.3,17,6,14,Fruitlet,DELAY
23.7,39,17.7,28.9,15,6,14,Fruitlet,DELAY
14.7,51,26.6,12.8,8,13,0,Harvest,DELAY
7.2,38.2,22.1,33.1,1,13,0,Harvest,DELAY
25.3,58.2,14.6,49.6,13,11,14,Fruit Development-IV,DELAY
14.4,40.8,7.4,19.2,1,13,0,Harvest,SPRAY
17.3,43.3,3,19.1,16,2,14,Tight Cluster,SPRAY
1.9,67,1.7,14.7,16,8,14,Fruit Development-I,SPRAY
24.4,59.6,30.5,17,20,15,21,Dormancy,DELAY
39.6,48.6,1.8,0.3,18,5,14,Petal Fall,SKIP
7.1,61.9,16.3,52.6,12,4,10,Flowering,DELAY
11,64.6,23.3,30.5,13,11,14,Fruit Development-IV,DELAY
11.9,52.8,27.1,51.4,18,14,21,Post-Harvest,DELAY
5.1,44.9,24.3,50.4,16,9,14,Fruit Development-II,DELAY
29.8,61.6,0.8,87.7,18,2,14,Tight Cluster,DELAY
2.4,86.6,22.8,53,18,15,21,Dormancy,DELAY
26.7,69,20.5,28.7,18,15,21,Dormancy,DELAY
28.9,71.4,23.2,47.5,12,6,14,Fruitlet,DELAY
36.7,68.8,26.1,40.7,12,1,14,Green Tip,DELAY
20.3,93.1,5.9,70.2,16,5,14,Petal Fall,DELAY
27.3,89,12,65.9,17,3,14,Pink Bud,DELAY
24.8,52.8,2.4,6.7,20,9,14,Fruit Development-II,SPRAY
34.1,80.1,12.9,25.2,14,1,14,Green Tip,DELAY
10.1,65.6,2,7.8,15,10,14,Fruit Development-III,SPRAY
5.1,58.4,14.5,28.7,3,13,0,Harvest,DELAY
14,40.8,28,12,20,0,21,Delayed Dormancy,DELAY
-0.4,41.2,6.1,10.1,20,8,14,Fruit Development-I,SKIP
9.9,40.8,32.4,25.2,15,6,14,Fruitlet,DELAY
36.5,88.9,13.9,39.7,14,6,14,Fruitlet,DELAY
39.8,27.9,13.4,22.2,12,4,10,Flowering,SKIP
25.3,39.5,7.5,7.5,20,4,10,Flowering,SPRAY
12.4,56.6,24.2,32.4,18,0,21,Delayed Dormancy,DELAY
27.3,69.8,2.7,18.1,16,5,14,Petal Fall,SPRAY
31.2,70.6,20,30.4,20,15,21,Dormancy,DELAY
17.8,66,2.7,59,10,4,10,Flowering,DELAY
17.6,51,7.7,21.6,16,6,14,Fruitlet,SPRAY
4.2,52.8,12.8,28.3,13,10,14,Fruit Development-III,DELAY
27.6,41.1,26.3,30.5,11,8,14,Fruit Development-I,DELAY
13.6,43.5,16.5,43.2,14,1,14,Green Tip,DELAY
-2.5,60.1,9.6,21.6,15,5,14,Petal Fall,SKIP
25.3,48.6,31,6.7,16,10,14,Fruit Development-III,DELAY
5.1,31.9,22.1,43.1,11,6,14,Fruitlet,DELAY
38.1,38.1,6.6,21.3,18,6,14,Fruitlet,SPRAY
18.2,83.5,12.5,88.4,18,4,10,Flowering,DELAY
18.1,71.6,26.6,27,14,11,14,Fruit Development-IV,DELAY
24.3,30.2,25.5,15.9,20,0,21,Delayed Dormancy,DELAY
21.2,58.4,13.2,38.1,15,12,14,Pre-Harvest,DELAY
16,64.5,15.3,25.1,15,12,14,Pre-Harvest,DELAY
2.3,85.4,20.2,40.1,16,6,14,Fruitlet,DELAY
15.5,65.7,1.7,62.7,18,8,14,Fruit Development-I,DELAY
29.7,66.1,1.9,93.9,14,7,14,Fruit Set,DELAY
9.6,32.6,22.4,44,13,7,14,Fruit Set,DELAY
14.8,35.3,12.6,8.3,0,10,14,Fruit Development-III,SKIP
9.9,87.7,14.8,54.1,20,0,21,Delayed Dormancy,DELAY
26.8,86.5,16.1,43.8,15,3,14,Pink Bud,DELAY
9.9,42.5,21.3,49.2,17,6,14,Fruitlet,DELAY
25.1,72.4,2.1,75,17,12,14,Pre-Harvest,DELAY
31.4,36.4,21.1,53.3,12,5,14,Petal Fall,DELAY
28.5,87.7,9.6,61,15,9,14,Fruit Development-II,DELAY
18.4,66.9,18.4,46.7,12,2,14,Tight Cluster,DELAY
15.6,26.3,25.2,47.9,20,0,21,Delayed Dormancy,DELAY
15.4,67.5,6.6,17.4,15,1,14,Green Tip,SPRAY
31.5,80.4,13.4,29.2,17,3,14,Pink Bud,DELAY
13.1,56.1,15.9,41.3,19,14,21,Post-Harvest,DELAY
12.1,41.9,5.6,18.4,16,3,14,Pink Bud,SPRAY
